Cumulo,RA,DEC
Pangui 1,36.3589575628264,63.3613793179086
Pangui 1,33.249127425784,67.7412615432938
Pangui 1,35.2359694591478,64.848579521186
Pangui 1,33.0163446760256,71.6907586472446
Pangui 1,32.6056384152599,66.5436949214609
Pangui 1,29.4817147337015,62.6863218163903
Pangui 1,33.7899367461722,71.122619830019
Pangui 1,32.7633017243165,59.3152398162015
Pangui 1,38.0460814996551,57.656914794729
Pangui 1,32.3051716610892,63.8464682516938
Pangui 1,36.659472777059,61.9963160136523
Pangui 1,35.1731131844272,59.088569568558
Pangui 1,36.4022246675951,62.4325535507321
Pangui 1,38.9325899532371,57.6168909431395
Pangui 1,38.9115383650814,65.0096623934675
Pangui 1,35.4058413995967,65.7714120631771
Pangui 1,36.0613584637393,58.8542941749094
Pangui 1,43.558761725615,65.6647259997341
Pangui 1,31.7404187898124,66.3443101881862
Pangui 1,30.2896542590912,64.3587050072195
Pangui 1,32.2319036598438,62.1003165971585
Pangui 1,37.5387808307189,64.1726377943625
Pangui 1,30.8399689657119,68.6144207036426
Pangui 1,32.0905507746176,67.4000974358069
Pangui 1,32.7570379930511,58.521963713497
Pangui 1,37.432982569914,63.2956128155278
Pangui 1,40.5032394867106,64.9746222838286
Pangui 1,37.0978937716932,66.6008797825415
Pangui 1,27.309121284509,61.4557918585381
Pangui 1,30.8777315329854,60.2697587166132
Pangui 1,31.1306453739037,68.3322365850549
Pangui 1,36.3801086618217,61.3392080674375
Pangui 1,35.799228696842,66.2391440945204
Pangui 1,39.8909795509476,68.4901443635816
Pangui 1,33.6151919080447,61.7299260790008
Pangui 1,36.4997871901574,61.3441932457313
Pangui 1,35.5195390772709,68.8030589015218
Pangui 1,31.4232274660062,61.7216770288284
Pangui 1,30.3345311152751,64.4781142977179
Pangui 1,28.4350243729608,66.7723759948907
Pangui 1,34.8072681102798,63.1676313631971
Pangui 1,34.4780242038334,62.9190218223521
Pangui 1,33.4495530050966,67.5696922818917
Pangui 1,31.3056881807003,60.2489244472335
Pangui 1,25.1962953953365,64.2905714624799
Pangui 1,32.3628266903427,62.5334769935938
Pangui 1,38.3392782802614,72.3157199081386
Pangui 1,32.3012137580059,68.4583383546851
Pangui 1,32.2094763336485,69.1184991160247
Pangui 1,28.8969366519616,71.0139245049501
Pangui 1,34.4200488695231,62.6592226456817
Pangui 1,36.9116651263181,64.9080528435368
Pangui 1,42.1461866937337,62.6222184020158
Pangui 1,31.0375508131714,66.4491448106877
Pangui 1,35.1621436749745,70.2170035779142
Pangui 1,35.5463706649216,63.285041356311
Pangui 1,33.6954416652582,66.972458515085
Pangui 1,33.6712822360396,58.1245647142455
Pangui 1,26.7359241371369,64.5354322409279
Pangui 1,32.3716925248798,71.5827276410454
Pangui 1,30.9059051125853,64.5182687734707
Pangui 1,23.0796615384706,60.4324311562442
Pangui 1,29.163912963107,61.8454048179354
Pangui 1,37.006125568009,62.1414305976096
Pangui 1,33.1029646168303,74.1316347840892
Pangui 1,44.8398547167011,55.7029984871994
Pangui 1,29.2577462565546,66.5580091828088
Pangui 1,28.0725441704489,67.4172584945052
Pangui 1,31.8171541642846,60.6866757380615
Pangui 1,36.8665878096323,78.7126674728045
Pangui 1,35.4097865344966,64.9254051175464
Pangui 1,30.2747461240196,69.1063891128118
Pangui 1,21.1423272235338,65.2147062307818
Pangui 1,39.3132919906788,69.2771265367105
Pangui 1,37.362730217849,67.066943892973
Pangui 1,22.3422387634075,56.8999901319332
Pangui 1,23.7059675608972,58.3898764366974
Pangui 1,31.3236253337628,66.0489269597951
Pangui 1,35.7376703243403,65.5534135234512
Pangui 1,36.9919449678758,66.5429077733624
Pangui 1,34.5223549155756,57.9478347314879
Pangui 1,31.5947898756781,63.6591353107456
Pangui 1,31.5763218652458,60.4661136791736
Pangui 1,29.69382721693,64.1185331347718
Pangui 1,27.6235370509932,69.8804054595799
Pangui 1,28.4917170869631,70.6227576519759
Pangui 1,26.276413097551,60.5674308830939
Pangui 1,32.9964175618079,67.2153747997883
Pangui 1,29.9264553276544,67.1217280107393
Pangui 1,35.770785193375,64.1599809830406
Pangui 1,35.0692482574325,63.9183979274273
Pangui 1,31.1674083956186,69.6971548956593
Pangui 1,34.8255707813956,67.5170819951991
Pangui 1,33.9468080144942,65.7710769440335
Pangui 1,33.3070202665151,60.8375425300939
Pangui 1,33.2697763147807,60.471049720154
Pangui 1,34.1035449682888,68.1824257206864
Pangui 1,35.6055335003902,70.3562415304923
Pangui 1,36.5017059151535,69.1609701269695
Pangui 1,34.8710118905865,69.7606598686271
Pangui 1,36.8665797089708,73.8088968377665
Pangui 1,28.290259008387,62.2662109874469
Pangui 1,37.7658490211977,58.2914952738411
Pangui 1,36.1724497281305,64.4120825142164
Pangui 1,36.9062985592335,61.1080398582791
Pangui 1,36.4639513903358,65.8426922433094
Pangui 1,29.8840762342727,64.7534281370023
Pangui 1,34.1810507738776,72.706703316185
Pangui 1,34.6742417299378,65.7733650395976
Pangui 1,34.9916809679068,67.5533473358386
Pangui 1,37.4961965450937,63.4698879007191
Pangui 1,32.8007584509031,63.8069948171899
Pangui 1,34.3407278344284,67.7963752067537
Pangui 1,41.2688316426896,66.2970252660933
Pangui 1,34.2440032294048,60.1364438070591
Pangui 1,39.9471400621146,64.5762019111714
Pangui 1,35.1764341266352,58.0124067686281
Pangui 1,32.1856384017568,60.9843989719988
Pangui 1,36.2703916828492,60.5715780779868
Pangui 1,41.3700923976546,64.4510332353949
Pangui 1,37.2658199639022,61.2891247149593
Pangui 1,42.8526513489584,66.9836213829968
Pangui 1,34.1768244557699,62.8866675597377
Pangui 1,42.1874036798593,74.1552494654684
Pangui 1,34.4362665284895,62.4379265749942
Pangui 1,32.38745861642,66.5722106886395
Pangui 1,30.9802504386827,68.8341029669961
Pangui 1,32.3695531336283,62.2700264024742
Pangui 1,35.6878464558546,69.2063282799544
Pangui 1,33.0418107871976,69.9398504841786
Pangui 1,27.0762154242458,71.0085267146151
Pangui 1,35.3723271674142,65.1025814775713
Pangui 1,30.3608316484601,65.6997205590289
Pangui 1,33.6558333070763,67.9634221191664
Pangui 1,32.3300923846301,68.2260503124789
Pangui 1,28.8932242960863,67.6723187945854
Pangui 1,27.352325793103,61.6057930140367
Pangui 1,40.1082875994751,66.6075077518329
Pangui 1,30.1903428037918,60.2032077718659
Pangui 1,34.9803095466552,69.1780953551799
Pangui 1,31.6561599007419,63.7058073528402
Pangui 1,34.1459722965903,69.444397996041
Pangui 1,36.0485280081707,71.0652737149584
Pangui 1,32.0052981180676,61.7084543636629
Pangui 1,31.5390108102866,67.8272852710462
Pangui 1,31.3986272597276,68.9313796643766
Pangui 1,30.1200629275565,65.703107483695
Pangui 1,38.3592887726779,69.5172019622081
Pangui 1,34.4147394297718,72.0570930094797
Pangui 1,34.0732450098035,68.2646066335345
Pangui 1,35.9477055849548,66.0265883208556
Pangui 1,34.8810647662861,60.3611968135455
Pangui 1,33.5992352068999,63.3492769597719
Pangui 1,29.2213580833193,59.2767442799439
Pangui 1,21.6903148238902,63.8488403212984
Pangui 1,24.4122275845225,62.3442243970525
Pangui 1,34.593943352007,72.0731455928954
Pangui 1,33.9676143954813,60.0951722669135
Pangui 1,29.370040003944,71.4114401146905
Pangui 1,31.9227202040548,63.9175704764854
Pangui 1,38.975159756007,67.9215502172953
Pangui 1,33.5879873669363,64.3647882705945
Pangui 1,32.3499975870994,57.650218330995
Pangui 1,36.8566621103509,69.1220230110239
Pangui 1,30.7708257026841,66.7097192961081
Pangui 1,33.6139526730419,64.7226439361574
Pangui 1,36.4178290061648,69.255943373344
Pangui 1,29.5798060369122,60.0236589699426
Pangui 1,28.5151805219589,64.32588479382
Pangui 1,36.42448480086,65.6728967160396
Pangui 1,34.0329755187616,68.9293337069196
Pangui 1,30.5075790657671,66.2373141670192
Pangui 1,33.9236951917604,68.0965641736769
Pangui 1,29.480305998173,67.9697873049642
Pangui 1,37.6942210528271,59.4542697450446
Pangui 1,34.7147338549781,66.0770768225947
Pangui 1,32.5868756321779,66.4193568713614
Pangui 1,36.4799893570541,61.411954602773
Pangui 1,28.4412579177671,65.3481546220948
Pangui 1,29.8888778681417,64.3693097403798
Pangui 1,28.7004672563533,67.039109710891
Pangui 1,36.3439165339181,69.2693903888769
Pangui 1,35.1167611598761,67.3670832461413
Pangui 1,28.2052184933463,70.0877448049137
Pangui 1,37.5605554981293,65.1739151674103
Pangui 1,23.3276003928338,60.7412093611139
Pangui 1,31.6829548019132,58.8323770340806
Pangui 1,27.6827272266645,61.9316631001173
Pangui 1,40.0414227580349,66.7238466460758
Pangui 1,35.2437961503097,60.4364397443804
Pangui 1,29.8260024014349,65.7598998964492
Pangui 1,35.6782177531135,64.5638699940333
Pangui 1,31.6369698964055,65.7160429736331
Pangui 1,34.8889306272392,65.4928393415854
Pangui 1,26.231060570085,65.229095040992
Pangui 1,37.0044463564956,60.6569264722027
Pangui 1,31.9389494315569,67.4023770517584
Pangui 1,41.0935864648251,62.9538785185859
Pangui 1,35.8551554469632,61.3727887763346
Pangui 1,27.7557979611886,64.5581735120786
Pangui 1,28.921911445986,63.4323959589471
Pangui 1,33.4100629067472,59.0600518491599
Pangui 1,38.3777853147034,70.8890147326664
Pangui 1,34.7396119161308,67.816717310214
Pangui 1,32.3449529545114,66.5248794043864
Pangui 1,37.2365711004638,67.9587267125386
Pangui 1,37.0451081386482,58.2680461738127
Pangui 1,30.9844243845976,62.8923802600643
Pangui 1,32.6486872248326,61.6044564836798
Pangui 1,38.3872521084354,67.1390549419997
Pangui 1,24.9101554030436,62.1889969038593
Pangui 1,39.510279181155,65.7000318036616
Pangui 1,37.3960823099519,61.7012242031767
Pangui 1,32.9409992123157,67.6475817700131
Pangui 1,31.1371590179727,63.7068375646722
Pangui 1,34.1583398262262,58.8233545347571
Pangui 1,35.7193097472368,64.9366568209343
Pangui 1,34.0759098889968,59.715616121931
Pangui 1,35.6812678318452,66.4101647557001
Pangui 1,40.4072400843039,71.9171662478845
Pangui 1,26.7168633654928,65.0746873152519
Pangui 1,36.6576734590709,68.2609286801559
Pangui 1,31.2023258211748,64.024022004683
Pangui 1,40.0599079576517,59.6277890214314
Pangui 1,21.4948436393809,69.2839902497152
Pangui 1,35.4078381359111,65.1403280437058
Pangui 1,34.0958230467132,66.0028252383846
Pangui 1,34.3678488686575,66.8326302800609
Pangui 1,36.2551724725985,63.3459435321003
Pangui 1,33.5839095355125,68.871589354498
Pangui 1,39.574365775901,68.807182478883
Pangui 1,36.7422729527503,66.0526629857421
Pangui 1,31.8465660509711,66.1557169734189
Pangui 1,30.5691269490094,60.4638609855833
Pangui 1,29.305162811746,60.9799476197552
Pangui 1,35.5819130322732,66.8559022517489
Pangui 1,23.3760975182128,65.300621831116
Pangui 1,35.3703478790137,68.7303522765277
Pangui 1,36.7610806897626,66.8283916251855
Pangui 1,33.4900138335629,66.439961360452
Pangui 1,34.4379117354613,64.8763904452288
Pangui 1,32.7482899662076,65.4432232659875
Pangui 1,28.5155026009633,70.936835298568
Pangui 1,34.9860425658721,64.0424553266482
Pangui 1,29.7588075862218,64.9002813658552
Pangui 1,33.8131350573018,61.1427150308896
Pangui 1,33.4839402419322,65.6401596389531
Pangui 1,38.57595152601,54.4865258494523
Pangui 1,36.7374911868968,63.2466428361372
Pangui 1,33.1372569801154,61.1165716963876
Pangui 1,35.9832419096529,59.968722666976
Pangui 1,32.1890954392135,62.7080710371135
Pangui 1,30.6707568442471,66.6925014105423
Pangui 1,31.6831977372291,63.7833703583646
Pangui 1,36.587821149843,58.8399863020471
Pangui 1,32.7988707705038,65.3995440179225
Pangui 1,36.6202324499257,63.2084074280406
Pangui 1,31.5328347388528,60.81116999546
Pangui 1,24.0278280973839,60.4511131754679
Pangui 1,35.9890954141766,71.3597971519488
Pangui 1,33.7493095096287,58.8455264531825
Pangui 1,28.6527703838179,65.4947566006903
Pangui 1,32.2300644169893,63.9771505922531
Pangui 1,35.5574671352627,75.4605274204466
Pangui 1,33.0002966926796,65.4762436364998
Pangui 1,34.4224675716955,63.2952804416174
Pangui 1,31.299130497422,60.3655412549945
Pangui 1,43.276614174975,64.2365903033804
Pangui 1,39.2327386320044,60.2192231540305
Pangui 1,34.7910834811365,63.411773687407
Pangui 1,34.0015793178423,66.3454410611895
Pangui 1,35.7466922709593,68.2705794209191
Pangui 1,32.3478721583405,59.9452050496268
Pangui 1,33.6351074144243,63.8449046058542
Pangui 1,45.2272442272046,66.616828031132
Pangui 1,26.8120358949338,66.6272507825507
Pangui 1,34.2266152730741,65.9471353865256
Pangui 1,31.901669096265,60.4863645606488
Pangui 1,27.4706379589666,68.969812538257
Pangui 1,36.5764232345341,64.1048004074504
Pangui 1,32.1382483489804,67.568982646975
Pangui 1,43.908062705961,58.8441951888218
Pangui 1,34.455266416258,59.7087361674942
Pangui 1,38.2916361905433,63.6699188608054
Pangui 1,25.3115066712511,62.7237274731494
Pangui 1,33.8439703907646,69.9451460331918
Pangui 1,34.4680858345626,64.8295316559526
Pangui 1,32.9351404865617,60.6017294782849
Pangui 1,29.78427788809,69.7071179805387
Pangui 1,31.9732054673788,64.9668442802348
Pangui 1,32.8161424876162,69.0917893030682
Pangui 1,33.8384708325115,66.7583164059436
Pangui 1,36.8409265750097,67.6242164975534
Pangui 1,36.9927576162867,70.4091997536407
Pangui 1,35.2352041747838,66.9868258209563
Pangui 1,27.2533144444713,69.9991251751382
Pangui 1,31.8717340096784,61.1365326868733
Pangui 1,40.7943318644957,66.1766065808744
Pangui 1,31.0404290191689,68.1915129365185
Pangui 1,38.1543137419944,63.3350742834548
Pangui 1,22.0454499539024,66.793633359342
Pangui 1,32.9718758550756,64.159917626227
Pangui 1,35.8134376553913,70.7056242088221
Pangui 1,41.8170176098547,66.9790880132013
Pangui 1,35.7714171112013,68.7515056601737
Pangui 1,30.7893074260756,65.2986380894411
Pangui 1,32.7264290556061,68.0056462399807
Pangui 1,35.4754925937202,60.2030702884107
Pangui 1,39.9448555739497,70.4749972150311
Pangui 1,35.7214670624552,65.407215627698
Pangui 1,33.5685956251347,64.5336238342503
Pangui 1,24.1982171294242,69.9418070013037
Pangui 1,41.4192975848012,58.4385466791078
Pangui 1,31.2580127997279,67.1926187852186
Pangui 1,31.8189720866172,60.5608919645723
Pangui 1,30.7527759098231,66.7602401797685
Pangui 1,37.9534849750461,70.5502569170814
Pangui 1,39.4969092203735,65.9062027372265
Pangui 1,38.9770063470704,67.4718586125397
Pangui 1,35.7062384966067,58.3227151432625
Pangui 1,37.7601298118561,65.4893385964936
Pangui 1,38.256702023948,70.9432553536381
Pangui 1,34.6788830943725,63.394179723851
Pangui 1,30.7961818935644,69.039121944382
Pangui 1,35.49871598548,70.1609645707204
Pangui 1,36.1572410987046,65.8030834170132
Pangui 1,39.3659953410451,65.2982534827902
Pangui 1,37.8193996628165,63.4256475987528
Pangui 1,30.0831870765694,65.6075037245228
Pangui 1,38.8885101108539,66.8161053906979
Pangui 1,31.2467401678158,66.2639609151456
Pangui 1,34.7566498957868,68.8872112819635
Pangui 1,36.4664439918163,68.5972064563596
Pangui 1,31.0143779656403,69.3182760601134
Pangui 1,36.2768942437255,67.5755458464659
Pangui 1,32.9970965254942,60.7178188092622
Pangui 1,35.0154193118813,65.1682223456864
Pangui 1,36.0092722028453,76.9517447177587
Pangui 1,35.9291900136214,63.4650698224731
Pangui 1,42.4660943316029,73.2602108998928
Pangui 1,32.0441302538882,59.0734308779329
Pangui 1,30.0015496417789,65.0869615801968
Pangui 1,38.2615694578485,65.8714561292236
Pangui 1,30.6802427151522,68.4736004695103
Pangui 1,27.3377750409187,67.3244904308619
Pangui 1,32.4979687341866,60.8521949611409
Pangui 1,30.7374979821905,62.0503077018395
Pangui 1,33.016841701682,65.4174673379157
Pangui 1,33.488040221971,65.1841954330104
Pangui 1,34.1415186491357,67.3918334128185
Pangui 1,32.6354240171965,70.2980145840363
Pangui 1,40.7480249790417,63.9675667424518
Pangui 1,31.0257021521061,61.8952733081722
Pangui 1,35.0543746339252,61.7109292132552
Pangui 1,35.0820188425239,61.1915503370855
Pangui 1,32.9926448809505,65.706351584247
Pangui 1,29.7293437113938,80.816967897176
Pangui 1,34.9557768422544,69.5272904425232
Pangui 1,32.038718501093,69.9112454502197
Pangui 1,36.3678927621143,64.1042670030521
Pangui 1,37.5508080111132,65.5187172041369
Pangui 1,41.4760325923134,62.1386659268406
Pangui 1,37.5188493204971,64.917788930546
Pangui 1,31.2174386103059,67.1765617104335
Pangui 1,32.7092239147352,72.2745247205327
Pangui 1,39.3471053147742,55.2924444323686
Pangui 1,34.9914489795202,71.0606001322979
Pangui 1,33.1088880164866,62.7043493248214
Pangui 1,28.4115491957625,73.5237080067119
Pangui 1,38.7042581057209,66.7526414921833
Pangui 1,35.8678432234935,65.2209292037665
Pangui 1,32.3227581729195,64.019051878618
Pangui 1,38.6650417571243,65.240396804595
Pangui 1,29.2253518481026,68.528595315257
Pangui 1,29.6909981103741,66.1284806540224
Pangui 1,30.056399660278,66.7206477350209
Pangui 1,35.5848828368803,59.7042216324275
Pangui 1,32.4234844976379,64.7664100716614
Pangui 1,28.7344456163868,64.0078877375732
Pangui 1,35.0043851242816,61.9421505740863
Pangui 1,21.7108471349645,62.1271703414655
Pangui 1,35.7525816018488,66.359723299617
Pangui 1,24.9752205773341,56.6354930777881
Pangui 1,26.1651776690422,62.130717215035
Pangui 1,37.6600894368221,70.0639511821605
Pangui 1,29.7292936690954,65.4233214169751
Pangui 1,35.740201455151,68.4381440742214
Pangui 1,33.8675568147192,67.4957903283482
Pangui 1,36.3812641532037,62.453146724603
Pangui 1,30.4791550553909,63.0200127993751
Pangui 1,42.547807686986,63.5820698567714
Pangui 1,27.8799723486715,66.1196980996781
Pangui 1,33.2653407740805,63.2812345750828
Pangui 1,41.1320827209292,63.0157990651369
Pangui 1,43.4088967449463,73.2674630601772
Pangui 1,29.79024796123,65.2625431260374
Pangui 1,40.8689588420444,74.4157797859842
Pangui 1,29.6438723646026,64.5808784264951
Pangui 1,33.7871485554031,65.3443372906256
Pangui 1,35.3270298005961,64.7684132467708
Pangui 1,36.7886843554806,66.7791346974457
Pangui 1,27.6885929688328,59.9157490438617
Pangui 1,29.4329941660753,63.8832067793924
Pangui 1,28.5023521124887,69.7090747638723
Pangui 1,31.2668859220237,66.5601214674419
Pangui 1,31.9131461112147,58.1174330556005
Pangui 1,39.5262252953564,72.7073158064708
Pangui 1,37.8306910542771,67.3194181865621
Pangui 1,30.7135221788212,65.1433801849559
Pangui 1,34.1164005985397,73.6273608944789
Pangui 1,34.3806082401329,57.4719044835503
Pangui 1,34.4450259098949,70.9375210908219
Pangui 1,30.7057381334996,57.4442458518513
Pangui 1,18.45720166755,60.5136458171139
Pangui 1,35.7750724755866,63.0881074628836
Pangui 1,28.610576646137,54.7292418910855
Pangui 1,28.7473511620166,64.7218469531085
Pangui 1,35.2922752728872,65.8208979049846
Pangui 1,30.6833783827766,69.1260711821365
Pangui 1,32.962704643506,62.2985337629561
Pangui 1,34.9287181627643,71.5725346769994
Pangui 1,37.006748485042,60.2336756356158
Pangui 1,35.3446934574778,59.8377576224698
Pangui 1,22.5544926787432,65.8875849339437
Pangui 1,29.4656208680913,56.2598312916753
Pangui 1,38.8702920530106,62.8842772471089
Pangui 1,27.1541611718678,63.1506308418729
Pangui 1,29.2825578370584,65.6882169741328
Pangui 1,28.7449381198975,60.9459054551582
Pangui 1,26.7780962796361,63.0737145985967
Pangui 1,27.0880466645275,68.3754861124005
Pangui 1,37.4168476049864,64.8367489986742
Pangui 1,36.5678961262718,68.8289974062636
Pangui 1,35.0746353369166,61.9341078049073
Pangui 1,28.8265238904462,69.5898040434786
Pangui 1,29.8538742224689,68.7159633442383
Pangui 1,29.9583421753158,60.9834752456643
Pangui 1,37.4617210115794,65.2263160843506
Pangui 1,32.017577734298,62.6332499149486
Pangui 1,39.6825308758929,56.9737393619648
Pangui 1,35.9942066216673,67.8810406722228
Pangui 1,39.1283496421701,66.8227710057521
Pangui 1,35.8504862634887,64.245265503051
Pangui 1,33.261479534382,64.9479387960376
Pangui 1,40.233715965287,68.1057884271809
Pangui 1,32.4411157302442,61.6552497125762
Pangui 1,37.5877797701129,66.1313747098647
Pangui 1,33.7174928564266,61.1670829970706
Pangui 1,31.4256504032691,61.9970455975956
Pangui 1,34.3104802848138,70.3556085299201
Pangui 1,35.085943940205,72.5970649345363
Pangui 1,27.966812817064,67.5048547721126
Pangui 1,42.7585775754928,64.0155670665208
Pangui 1,32.5793681620321,71.2740548949851
Pangui 1,32.7847813978018,59.2125916686458
Pangui 1,40.6435134054733,70.6872306532703
Pangui 1,27.8114433850964,69.4606151325681
Pangui 1,40.3968464455133,58.8149653845834
Pangui 1,28.017604896391,61.1985162450524
Pangui 1,26.9984662438682,65.4543985923629
Pangui 1,28.507812695138,64.9704764533012
Pangui 1,26.9445689078189,65.5227480177285
Pangui 1,37.7683958314094,67.0504476572626
Pangui 1,30.6175852943396,61.6277347003914
Pangui 1,28.83375483822,70.5350658921373
Pangui 1,32.2309423735982,67.604647812657
Pangui 1,29.0747552251957,56.8950200559837
Pangui 1,31.5628762826529,67.0031721562415
Pangui 1,30.9199210938989,61.9546995724296
Pangui 1,34.3673546189335,60.1460847156886
Pangui 1,30.208482687715,68.110341837967
Pangui 1,23.4757318625406,68.0220368758094
Pangui 1,32.4991323655311,66.565353840108
Pangui 1,40.0297048443644,66.0621395215994
Pangui 1,35.2934626396981,62.4388665189452
Pangui 1,32.5099344788142,64.0211416898755
Pangui 1,35.9734494157378,61.0791168164536
Pangui 1,27.1739809662099,71.2205145157982
Pangui 1,32.7968035512954,66.1657969149688
Pangui 1,31.0396312246642,61.2744100257204
Pangui 1,30.1782290871121,71.8844987537057
Pangui 1,36.4286161763071,61.3319406177011
Pangui 1,37.5703668552623,59.9246634483072
Pangui 1,36.9867109957391,62.9822504400152
Pangui 1,32.1724396161848,60.0964717103245
Pangui 1,33.6030635253215,64.3710123081771
Pangui 1,30.9940151196976,64.0858465580899
Pangui 1,39.3390125655514,74.7701159198831
Pangui 1,31.3548025246421,64.8975306903692
Pangui 1,34.6640439563644,72.247411236743
Pangui 1,26.5931538545133,67.7045101414889
Pangui 1,29.5959915770004,61.6213313231629
Pangui 1,34.7600108658615,66.2158860997254
Pangui 1,39.6367781430011,63.4330826335175
Pangui 1,34.2682245428324,69.663443332793
Pangui 1,38.5696367701283,63.9567523516506
Pangui 1,27.4796519297509,62.5027114450837
Pangui 1,32.4198684745151,62.2781240684527
Pangui 1,32.4173314336217,53.8483853347128
Pangui 1,40.6473535015288,72.5449555540877
Pangui 1,35.5152026216798,68.5836490200139
Pangui 1,46.85336883016,67.5955353779862
Pangui 1,33.4955340807699,63.0612367358808
Pangui 1,26.4995901335642,65.2781199372269
Pangui 1,39.5084183176755,65.6088712197616
Pangui 1,29.5840376996436,57.7361705206762
Pangui 1,37.531765520465,70.3324022426183
Pangui 1,33.0595083037033,69.002355590329
Pangui 1,39.1797485589095,66.3891391731518
Pangui 1,26.91756935053,67.1284580282951
Pangui 1,36.67420520402,65.2679505167148
Pangui 1,35.8436583063486,65.467223498113
Pangui 1,33.9136943975608,63.6078121946345
Pangui 1,35.594818948729,69.0077357847855
Pangui 1,33.1466174707426,72.4017756369983
Pangui 1,33.1439846170996,66.8681256854326
Pangui 1,38.3634885555113,69.632930203733
Pangui 1,31.4204174147204,63.7445622422142
Pangui 1,40.2056836215013,60.9000382619143
Pangui 1,32.7152102042922,66.9644969000085
Pangui 1,33.1998097454519,66.2569462914712
Pangui 1,32.7991918193072,68.4331582972216
Pangui 1,30.4680000873022,64.9767864290837
Pangui 1,37.3463456660351,57.8399665426347
Pangui 1,31.3836162436855,69.1315842368829
Pangui 1,29.1358688790141,64.1767559197113
Pangui 1,36.4179464701365,63.588121414016
Pangui 1,37.143313553669,60.2562892291219
Pangui 1,35.8085106854918,54.4546472007418
Pangui 1,37.9864378539817,68.437126583294
Pangui 1,27.5070320507509,63.8162672124304
Pangui 1,34.3089418078053,59.7078998598767
Pangui 1,29.8016552207968,66.2139665609584
Pangui 1,27.9080056942782,66.9745842220426
Pangui 1,38.3333949636573,68.5810904243616
Pangui 1,33.2165104858708,65.5725019012585
Pangui 1,28.1730176224504,65.6094717010884
Pangui 1,30.8387366221625,67.5303849827278
Pangui 1,27.4930089931733,65.4396514121968
Pangui 1,34.3485400703751,63.6365802666751
Pangui 1,28.7481339508354,64.1400870637716
Pangui 1,31.9930595112075,65.0569460762352
Pangui 1,32.3211048445908,59.5057814222763
Pangui 1,28.1284251503998,67.3416812114409
Pangui 1,35.2194519191631,64.119345693788
Pangui 1,28.6257947310325,71.1532294629908
Pangui 1,35.7420657840243,67.7927465508569
Pangui 1,34.3010186866371,68.9220721425326
Pangui 1,32.8353320860351,74.8612930249693
Pangui 1,29.8666673400152,61.0471486305047
Pangui 1,33.5855747796586,65.7512689826107
Pangui 1,33.6314947265401,65.4152651848998
Pangui 1,34.9526718445662,61.3674990467539
Pangui 1,36.5150654470317,73.7324401395719
Pangui 1,31.2414512956631,61.6202531657806
Pangui 1,37.8913739531382,60.5716243982001
Pangui 1,40.5835139994765,70.4082796766556
Pangui 1,36.2423130168033,62.2116210346775
Pangui 1,37.1770122920098,67.6921656590073
Pangui 1,38.7325132060781,63.4837850821112
Pangui 1,28.8006034334481,68.3853261677894
Pangui 1,43.585048424237,62.1445924960914
Pangui 1,34.1622621082789,58.5075189832086
Pangui 1,29.0870531223853,59.0243787028165
Pangui 1,30.1282793589554,66.7590065523151
Pangui 1,29.8388891606927,62.946342728506
Pangui 1,40.8445356670435,63.100472245033
Pangui 1,33.2230192637282,64.6463370746389
Pangui 1,37.5695647623363,66.3603132077609
Pangui 1,32.0521314356026,62.618774107954
Pangui 1,36.0260424128952,61.93734237706
Pangui 1,33.2038797943237,64.8942022793728
Pangui 1,28.6477748129314,66.7517609421334
Pangui 1,32.1605546912116,60.7862399309745
Pangui 1,33.2964223952654,59.3829021273979
Pangui 1,31.6326927281098,66.2711021749721
Pangui 1,32.345727367505,66.8664880582042
Pangui 1,37.3923348599728,67.5923224704645
Pangui 1,33.4521255412536,67.583336047683
Pangui 1,37.8643458391474,63.982527926098
Pangui 1,39.3028236833461,66.784224474317
Pangui 1,35.2621723872034,64.8074374296525
Pangui 1,34.0379693813329,66.3154456951423
Pangui 1,33.1040197827748,70.0571160451291
Pangui 1,32.1318773283417,67.1295456342639
Pangui 1,33.5439007349624,58.182115970993
Pangui 1,34.3010122935994,63.1037211456307
Pangui 1,34.6516929254147,61.4634741444649
Pangui 1,34.6638566481242,66.5087019406663
Pangui 1,45.5797163663939,67.0657909965579
Pangui 1,26.2932773356137,59.0785788669266
Pangui 1,31.5152335372998,62.3401541504132
Pangui 1,38.661700582715,65.8134476709266
Pangui 1,37.9390337785853,64.1984760321654
Pangui 1,30.2610924562703,68.9085107264773
Pangui 1,42.6639054141585,58.7870915910827
Pangui 1,32.362768607109,60.3155187181812
Pangui 1,24.8177648549235,68.9922351943572
Pangui 1,30.0152769609291,62.4806088370025
Pangui 1,36.3641727138487,63.1724355998774
Pangui 1,31.6529128592968,62.5540704983447
Pangui 1,35.024543372717,65.2478700393858
Pangui 1,38.5730132896282,66.3928190087854
Pangui 1,36.399798082207,68.1708601662825
Pangui 1,31.6203228368261,73.9044595031409
Pangui 1,34.5195168370525,57.0093473984255
Pangui 1,29.897426978234,68.2357916534041
Pangui 1,30.6781567663494,61.0063449080597
Pangui 1,27.5257503684805,62.5878535184802
Pangui 1,40.907907382588,60.5651763350191
Pangui 1,36.3429990901201,69.3735504848468
Pangui 1,32.630802838179,68.8094187689769
Pangui 1,33.50159970826,62.4122792605818
Pangui 1,36.6899032183458,66.3689952857929
