Cúmulo,RA,DEC
Pangui 1,32.339791349214075,67.36182055088756
Pangui 1,34.04250607696749,78.68314055207087
Pangui 1,32.89874431658178,62.79445238341875
Pangui 1,34.90933664889702,63.03085045269726
Pangui 1,36.358957562826355,63.36137931790861
Pangui 1,33.249127425784046,67.7412615432938
Pangui 1,35.23596945914782,64.84857952118595
Pangui 1,33.01634467602555,71.69075864724459
Pangui 1,32.60563841525991,66.54369492146091
Pangui 1,29.48171473370146,62.68632181639028
Pangui 1,33.789936746172174,71.12261983001899
Pangui 1,32.763301724316456,59.31523981620147
Pangui 1,38.04608149965505,57.656914794729026
Pangui 1,32.30517166108924,63.84646825169378
Pangui 1,36.65947277705903,61.996316013652255
Pangui 1,35.17311318442724,59.08856956855795
Pangui 1,36.40222466759506,62.43255355073211
Pangui 1,38.93258995323713,57.61689094313945
Pangui 1,38.91153836508138,65.00966239346747
Pangui 1,35.405841399596746,65.77141206317712
Pangui 1,36.06135846373925,58.8542941749094
Pangui 1,43.558761725615035,65.66472599973409
Pangui 1,31.740418789812367,66.34431018818624
Pangui 1,30.28965425909118,64.35870500721947
Pangui 1,32.231903659843816,62.10031659715851
Pangui 1,37.5387808307189,64.17263779436253
Pangui 1,30.83996896571193,68.61442070364258
Pangui 1,32.09055077461757,67.40009743580691
Pangui 1,32.75703799305113,58.521963713497044
Pangui 1,37.43298256991396,63.29561281552781
Pangui 1,40.50323948671057,64.97462228382855
Pangui 1,37.09789377169319,66.60087978254154
Pangui 1,27.309121284509004,61.45579185853811
Pangui 1,30.877731532985372,60.26975871661318
Pangui 1,31.130645373903715,68.33223658505487
Pangui 1,36.38010866182167,61.33920806743749
Pangui 1,35.79922869684195,66.23914409452041
Pangui 1,39.89097955094761,68.49014436358163
Pangui 1,33.615191908044665,61.729926079000755
Pangui 1,36.49978719015737,61.3441932457313
Pangui 1,35.519539077270906,68.8030589015218
Pangui 1,31.423227466006207,61.72167702882842
Pangui 1,30.33453111527506,64.47811429771787
Pangui 1,28.435024372960843,66.7723759948907
Pangui 1,34.80726811027977,63.167631363197124
Pangui 1,34.478024203833435,62.91902182235213
Pangui 1,33.44955300509658,67.56969228189168
Pangui 1,31.30568818070032,60.24892444723348
Pangui 1,25.19629539533653,64.29057146247986
Pangui 1,32.36282669034268,62.53347699359383
Pangui 1,38.33927828026138,72.31571990813858
Pangui 1,32.30121375800589,68.45833835468507
Pangui 1,32.20947633364845,69.11849911602474
Pangui 1,28.896936651961568,71.0139245049501
Pangui 1,34.42004886952307,62.65922264568173
Pangui 1,36.911665126318084,64.9080528435368
Pangui 1,42.14618669373367,62.622218402015804
Pangui 1,31.0375508131714,66.4491448106877
Pangui 1,35.16214367497447,70.21700357791421
Pangui 1,35.546370664921575,63.285041356311034
Pangui 1,33.69544166525823,66.97245851508501
Pangui 1,33.671282236039566,58.12456471424545
Pangui 1,26.735924137136937,64.53543224092785
Pangui 1,32.371692524879776,71.58272764104542
Pangui 1,30.905905112585266,64.51826877347074
Pangui 1,23.079661538470567,60.43243115624422
Pangui 1,29.163912963106984,61.845404817935396
Pangui 1,37.006125568009,62.14143059760964
Pangui 1,33.10296461683031,74.13163478408924
Pangui 1,44.83985471670106,55.70299848719944
Pangui 1,29.257746256554604,66.5580091828088
Pangui 1,28.072544170448925,67.41725849450519
Pangui 1,31.817154164284617,60.68667573806149
Pangui 1,36.866587809632314,78.7126674728045
Pangui 1,35.40978653449662,64.92540511754636
Pangui 1,30.2747461240196,69.10638911281181
Pangui 1,21.142327223533847,65.21470623078177
Pangui 1,39.31329199067881,69.27712653671048
Pangui 1,37.36273021784901,67.06694389297299
Pangui 1,22.342238763407472,56.89999013193317
Pangui 1,23.70596756089722,58.38987643669737
Pangui 1,31.323625333762838,66.04892695979508
Pangui 1,35.73767032434026,65.55341352345118
Pangui 1,36.99194496787576,66.54290777336237
Pangui 1,34.522354915575576,57.947834731487895
Pangui 1,31.59478987567809,63.65913531074564
Pangui 1,31.57632186524575,60.46611367917361
Pangui 1,29.693827216930032,64.11853313477175
Pangui 1,27.623537050993168,69.88040545957985
Pangui 1,28.491717086963057,70.62275765197593
Pangui 1,26.276413097551025,60.56743088309394
Pangui 1,32.99641756180791,67.21537479978826
Pangui 1,29.926455327654352,67.12172801073928
Pangui 1,35.77078519337499,64.15998098304055
Pangui 1,35.06924825743253,63.91839792742725
Pangui 1,31.167408395618573,69.69715489565925
Pangui 1,34.825570781395584,67.51708199519913
Pangui 1,33.94680801449415,65.77107694403351
Pangui 1,33.3070202665151,60.837542530093856
Pangui 1,33.26977631478072,60.47104972015404
Pangui 1,34.103544968288844,68.18242572068644
Pangui 1,35.60553350039017,70.35624153049234
Pangui 1,36.5017059151535,69.16097012696953
Pangui 1,34.87101189058649,69.76065986862713
Pangui 1,36.866579708970804,73.80889683776647
Pangui 1,28.29025900838704,62.26621098744692
Pangui 1,37.765849021197695,58.291495273841065
Pangui 1,36.17244972813052,64.41208251421637
Pangui 1,36.90629855923347,61.10803985827909
Pangui 1,36.46395139033578,65.84269224330943
Pangui 1,29.884076234272747,64.75342813700232
Pangui 1,34.181050773877594,72.70670331618496
Pangui 1,34.67424172993783,65.77336503959759
Pangui 1,34.991680967906845,67.55334733583862
Pangui 1,37.49619654509367,63.4698879007191
Pangui 1,32.80075845090307,63.8069948171899
Pangui 1,34.340727834428435,67.79637520675367
Pangui 1,41.26883164268955,66.29702526609333
Pangui 1,34.244003229404846,60.13644380705908
Pangui 1,39.94714006211464,64.57620191117138
Pangui 1,35.17643412663524,58.01240676862807
Pangui 1,32.185638401756826,60.98439897199875
Pangui 1,36.27039168284917,60.571578077986786
Pangui 1,41.37009239765459,64.45103323539487
Pangui 1,37.26581996390218,61.28912471495932
Pangui 1,42.852651348958425,66.98362138299684
Pangui 1,34.17682445576989,62.88666755973766
Pangui 1,42.18740367985929,74.15524946546836
Pangui 1,34.43626652848949,62.43792657499423
Pangui 1,32.38745861642003,66.5722106886395
Pangui 1,30.980250438682724,68.83410296699607
Pangui 1,32.36955313362831,62.270026402474166
Pangui 1,35.68784645585459,69.20632827995442
Pangui 1,33.041810787197626,69.93985048417856
Pangui 1,27.076215424245834,71.00852671461507
Pangui 1,35.372327167414156,65.10258147757126
Pangui 1,30.360831648460096,65.69972055902893
Pangui 1,33.65583330707625,67.9634221191664
Pangui 1,32.330092384630106,68.22605031247885
Pangui 1,28.893224296086267,67.67231879458541
Pangui 1,27.352325793103034,61.60579301403666
Pangui 1,40.10828759947511,66.60750775183288
Pangui 1,30.190342803791786,60.20320777186593
Pangui 1,34.98030954665524,69.17809535517989
Pangui 1,31.65615990074188,63.70580735284017
Pangui 1,34.14597229659029,69.44439799604096
Pangui 1,36.04852800817074,71.06527371495837
Pangui 1,32.00529811806762,61.70845436366287
Pangui 1,31.539010810286577,67.82728527104624
Pangui 1,31.398627259727647,68.93137966437656
Pangui 1,30.1200629275565,65.70310748369502
Pangui 1,38.35928877267793,69.51720196220805
Pangui 1,34.41473942977178,72.05709300947969
Pangui 1,34.073245009803486,68.26460663353454
Pangui 1,35.94770558495483,66.02658832085557
Pangui 1,34.88106476628612,60.36119681354547
Pangui 1,33.59923520689986,63.349276959771935
Pangui 1,29.221358083319295,59.27674427994386
Pangui 1,21.690314823890187,63.84884032129836
Pangui 1,24.4122275845225,62.3442243970525
Pangui 1,34.59394335200701,72.07314559289537
Pangui 1,33.96761439548132,60.09517226691349
Pangui 1,29.370040003944034,71.41144011469049
Pangui 1,31.922720204054762,63.917570476485366
Pangui 1,38.97515975600695,67.92155021729532
Pangui 1,33.58798736693632,64.36478827059445
Pangui 1,32.34999758709942,57.65021833099499
Pangui 1,36.85666211035091,69.12202301102394
Pangui 1,30.77082570268414,66.70971929610806
Pangui 1,33.61395267304185,64.72264393615741
Pangui 1,36.41782900616479,69.25594337334404
Pangui 1,29.5798060369122,60.023658969942645
Pangui 1,28.515180521958897,64.32588479382001
Pangui 1,36.42448480085998,65.67289671603955
Pangui 1,34.03297551876155,68.92933370691964
Pangui 1,30.507579065767064,66.23731416701916
Pangui 1,33.923695191760416,68.09656417367688
Pangui 1,29.480305998173012,67.96978730496421
Pangui 1,37.69422105282705,59.45426974504456
Pangui 1,34.71473385497813,66.07707682259472
Pangui 1,32.58687563217785,66.4193568713614
Pangui 1,36.47998935705411,61.41195460277296
Pangui 1,28.441257917767146,65.34815462209478
Pangui 1,29.888877868141698,64.36930974037982
Pangui 1,28.700467256353324,67.03910971089097
Pangui 1,36.3439165339181,69.26939038887686
Pangui 1,35.11676115987611,67.3670832461413
Pangui 1,28.205218493346305,70.08774480491371
Pangui 1,37.56055549812928,65.17391516741031
Pangui 1,23.327600392833848,60.74120936111394
Pangui 1,31.68295480191323,58.83237703408055
Pangui 1,27.682727226664507,61.9316631001173
Pangui 1,40.04142275803487,66.72384664607577
Pangui 1,35.2437961503097,60.43643974438035
Pangui 1,29.82600240143491,65.75989989644918
Pangui 1,35.678217753113486,64.56386999403331
Pangui 1,31.636969896405525,65.71604297363311
Pangui 1,34.888930627239205,65.49283934158544
Pangui 1,26.231060570084953,65.22909504099196
Pangui 1,37.00444635649561,60.65692647220269
Pangui 1,31.938949431556924,67.40237705175842
Pangui 1,41.09358646482513,62.95387851858589
Pangui 1,35.85515544696316,61.37278877633456
Pangui 1,27.755797961188584,64.55817351207855
Pangui 1,28.921911445985984,63.43239595894709
Pangui 1,33.410062906747214,59.06005184915987
Pangui 1,38.377785314703424,70.88901473266638
Pangui 1,34.739611916130805,67.81671731021402
Pangui 1,32.344952954511385,66.5248794043864
Pangui 1,37.236571100463756,67.95872671253859
Pangui 1,37.045108138648175,58.268046173812664
Pangui 1,30.984424384597553,62.89238026006427
Pangui 1,32.648687224832564,61.60445648367979
Pangui 1,38.38725210843542,67.13905494199972
Pangui 1,24.91015540304357,62.1889969038593
Pangui 1,39.51027918115502,65.70003180366157
Pangui 1,37.396082309951936,61.70122420317669
Pangui 1,32.94099921231566,67.64758177001309
Pangui 1,31.13715901797273,63.70683756467218
Pangui 1,34.158339826226225,58.82335453475706
Pangui 1,35.71930974723683,64.93665682093425
Pangui 1,34.075909888996755,59.71561612193097
Pangui 1,35.681267831845204,66.41016475570014
Pangui 1,40.407240084303915,71.9171662478845
Pangui 1,26.71686336549281,65.07468731525191
Pangui 1,36.65767345907087,68.2609286801559
Pangui 1,31.202325821174846,64.02402200468296
Pangui 1,40.059907957651724,59.627789021431376
Pangui 1,21.49484363938085,69.28399024971515
Pangui 1,35.40783813591112,65.14032804370578
Pangui 1,34.09582304671315,66.00282523838462
Pangui 1,34.36784886865746,66.8326302800609
Pangui 1,36.2551724725985,63.34594353210025
Pangui 1,33.58390953551249,68.87158935449804
Pangui 1,39.57436577590096,68.80718247888296
Pangui 1,36.74227295275032,66.05266298574212
Pangui 1,31.84656605097112,66.15571697341892
Pangui 1,30.569126949009362,60.4638609855833
Pangui 1,29.305162811746047,60.97994761975522
Pangui 1,35.58191303227316,66.8559022517489
Pangui 1,23.376097518212767,65.30062183111598
Pangui 1,35.370347879013686,68.73035227652765
Pangui 1,36.761080689762565,66.82839162518552
Pangui 1,33.49001383356286,66.43996136045197
Pangui 1,34.43791173546133,64.8763904452288
Pangui 1,32.748289966207615,65.44322326598747
Pangui 1,28.51550260096329,70.93683529856803
Pangui 1,34.98604256587213,64.04245532664817
Pangui 1,29.758807586221778,64.9002813658552
Pangui 1,33.8131350573018,61.14271503088963
Pangui 1,33.48394024193222,65.64015963895307
Pangui 1,38.57595152601001,54.4865258494523
Pangui 1,36.73749118689679,63.246642836137184
Pangui 1,33.13725698011536,61.11657169638762
Pangui 1,35.98324190965286,59.96872266697601
Pangui 1,32.18909543921352,62.70807103711354
Pangui 1,30.670756844247144,66.69250141054229
Pangui 1,31.683197737229108,63.783370358364635
Pangui 1,36.58782114984304,58.83998630204708
Pangui 1,32.798870770503775,65.39954401792245
Pangui 1,36.62023244992571,63.2084074280406
Pangui 1,31.5328347388528,60.811169995459984
Pangui 1,24.027828097383914,60.451113175467896
Pangui 1,35.989095414176596,71.35979715194875
Pangui 1,33.74930950962872,58.84552645318249
Pangui 1,28.652770383817927,65.49475660069031
Pangui 1,32.230064416989315,63.9771505922531
Pangui 1,35.557467135262726,75.46052742044657
Pangui 1,33.0002966926796,65.47624363649977
Pangui 1,34.422467571695535,63.29528044161737
Pangui 1,31.29913049742198,60.3655412549945
Pangui 1,43.27661417497499,64.23659030338035
Pangui 1,39.23273863200438,60.21922315403045
Pangui 1,34.79108348113645,63.411773687407035
Pangui 1,34.00157931784229,66.34544106118946
Pangui 1,35.746692270959294,68.27057942091913
Pangui 1,32.34787215834048,59.94520504962679
Pangui 1,33.63510741442432,63.844904605854246
Pangui 1,45.22724422720457,66.61682803113196
Pangui 1,26.812035894933757,66.62725078255066
Pangui 1,34.22661527307408,65.94713538652564
Pangui 1,31.901669096265003,60.48636456064883
Pangui 1,27.470637958966552,68.96981253825702
Pangui 1,36.57642323453409,64.10480040745041
Pangui 1,32.1382483489804,67.56898264697496
Pangui 1,43.908062705960994,58.84419518882176
Pangui 1,34.45526641625796,59.7087361674942
Pangui 1,38.291636190543265,63.66991886080542
Pangui 1,25.31150667125106,62.72372747314944
Pangui 1,33.84397039076456,69.94514603319176
Pangui 1,34.468085834562565,64.82953165595255
Pangui 1,32.93514048656169,60.60172947828493
Pangui 1,29.784277888089978,69.70711798053874
Pangui 1,31.97320546737882,64.96684428023484
Pangui 1,32.816142487616155,69.09178930306815
Pangui 1,33.83847083251151,66.75831640594355
Pangui 1,36.840926575009746,67.62421649755339
Pangui 1,36.992757616286674,70.40919975364065
Pangui 1,35.23520417478383,66.98682582095628
Pangui 1,27.25331444447133,69.99912517513822
Pangui 1,31.871734009678423,61.136532686873316
Pangui 1,40.79433186449574,66.1766065808744
Pangui 1,31.040429019168943,68.19151293651852
Pangui 1,38.154313741994436,63.33507428345478
Pangui 1,22.04544995390243,66.79363335934204
Pangui 1,32.97187585507561,64.15991762622697
Pangui 1,35.81343765539133,70.7056242088221
Pangui 1,41.817017609854744,66.97908801320125
Pangui 1,35.77141711120133,68.75150566017366
Pangui 1,30.7893074260756,65.29863808944108
Pangui 1,32.726429055606054,68.00564623998068
Pangui 1,35.47549259372015,60.203070288410714
Pangui 1,39.94485557394966,70.47499721503108
Pangui 1,35.7214670624552,65.40721562769804
Pangui 1,33.56859562513473,64.53362383425025
Pangui 1,24.198217129424197,69.94180700130367
Pangui 1,41.4192975848012,58.43854667910781
Pangui 1,31.258012799727886,67.19261878521858
Pangui 1,31.81897208661717,60.560891964572306
Pangui 1,30.752775909823082,66.76024017976853
Pangui 1,37.95348497504613,70.55025691708143
Pangui 1,39.49690922037351,65.90620273722648
Pangui 1,38.97700634707044,67.47185861253966
Pangui 1,35.706238496606716,58.32271514326249
Pangui 1,37.76012981185608,65.4893385964936
Pangui 1,38.25670202394796,70.9432553536381
Pangui 1,34.67888309437248,63.39417972385103
Pangui 1,30.796181893564373,69.03912194438203
Pangui 1,35.49871598548001,70.16096457072042
Pangui 1,36.157241098704645,65.8030834170132
Pangui 1,39.36599534104507,65.29825348279017
Pangui 1,37.8193996628165,63.425647598752796
Pangui 1,30.08318707656943,65.60750372452281
Pangui 1,38.8885101108539,66.81610539069793
Pangui 1,31.24674016781575,66.26396091514559
Pangui 1,34.75664989578683,68.88721128196347
Pangui 1,36.46644399181625,68.59720645635964
Pangui 1,31.01437796564033,69.31827606011342
Pangui 1,36.27689424372546,67.57554584646589
Pangui 1,32.99709652549422,60.717818809262184
Pangui 1,35.015419311881296,65.16822234568637
Pangui 1,36.009272202845295,76.9517447177587
Pangui 1,35.929190013621415,63.465069822473076
Pangui 1,42.46609433160294,73.26021089989281
Pangui 1,32.044130253888206,59.07343087793292
Pangui 1,30.001549641778926,65.08696158019679
Pangui 1,38.26156945784848,65.87145612922362
Pangui 1,30.680242715152207,68.47360046951033
Pangui 1,27.337775040918686,67.32449043086194
Pangui 1,32.49796873418663,60.852194961140945
Pangui 1,30.737497982190497,62.05030770183949
Pangui 1,33.01684170168195,65.41746733791572
Pangui 1,33.488040221971,65.18419543301037
Pangui 1,34.14151864913567,67.39183341281849
Pangui 1,32.63542401719645,70.29801458403625
Pangui 1,40.748024979041716,63.96756674245181
Pangui 1,31.02570215210607,61.895273308172165
Pangui 1,35.05437463392517,61.7109292132552
Pangui 1,35.08201884252389,61.1915503370855
Pangui 1,32.99264488095047,65.70635158424696
Pangui 1,29.729343711393764,80.81696789717603
Pangui 1,34.95577684225438,69.5272904425232
Pangui 1,32.03871850109299,69.91124545021971
Pangui 1,36.367892762114316,64.10426700305213
Pangui 1,37.550808011113176,65.51871720413689
Pangui 1,41.476032592313416,62.13866592684059
Pangui 1,37.51884932049707,64.91778893054602
Pangui 1,31.217438610305862,67.17656171043345
Pangui 1,32.70922391473518,72.27452472053267
Pangui 1,39.347105314774176,55.29244443236855
Pangui 1,34.99144897952021,71.06060013229785
Pangui 1,33.10888801648662,62.704349324821365
Pangui 1,28.411549195762476,73.52370800671194
Pangui 1,38.70425810572093,66.75264149218332
Pangui 1,35.867843223493516,65.22092920376645
Pangui 1,32.322758172919535,64.019051878618
Pangui 1,38.66504175712425,65.24039680459501
Pangui 1,29.225351848102616,68.52859531525695
Pangui 1,29.690998110374053,66.12848065402244
Pangui 1,30.056399660277997,66.72064773502088
Pangui 1,35.58488283688027,59.704221632427526
Pangui 1,32.423484497637865,64.7664100716614
Pangui 1,28.734445616386754,64.00788773757318
Pangui 1,35.004385124281555,61.942150574086256
Pangui 1,21.7108471349645,62.127170341465494
Pangui 1,35.7525816018488,66.35972329961697
Pangui 1,24.97522057733409,56.63549307778806
Pangui 1,26.165177669042166,62.13071721503495
Pangui 1,37.6600894368221,70.06395118216051
Pangui 1,29.72929366909537,65.42332141697513
Pangui 1,35.74020145515096,68.4381440742214
Pangui 1,33.86755681471917,67.49579032834818
Pangui 1,36.381264153203716,62.453146724603045
Pangui 1,30.47915505539089,63.020012799375095
Pangui 1,42.547807686986005,63.58206985677139
Pangui 1,27.879972348671533,66.11969809967813
Pangui 1,33.265340774080514,63.28123457508281
Pangui 1,41.13208272092915,63.01579906513686
Pangui 1,43.40889674494634,73.26746306017716
Pangui 1,29.79024796122999,65.26254312603739
Pangui 1,40.86895884204438,74.41577978598424
Pangui 1,29.643872364602593,64.58087842649509
Pangui 1,33.78714855540306,65.34433729062563
Pangui 1,35.3270298005961,64.76841324677079
Pangui 1,36.788684355480584,66.7791346974457
Pangui 1,27.688592968832793,59.915749043861666
Pangui 1,29.43299416607526,63.8832067793924
Pangui 1,28.50235211248865,69.70907476387234
Pangui 1,31.26688592202372,66.56012146744189
Pangui 1,31.913146111214715,58.11743305560053
Pangui 1,39.526225295356426,72.7073158064708
Pangui 1,37.8306910542771,67.31941818656213
Pangui 1,30.71352217882119,65.14338018495592
Pangui 1,34.11640059853974,73.62736089447894
Pangui 1,34.38060824013288,57.47190448355033
Pangui 1,34.44502590989493,70.93752109082189
Pangui 1,30.70573813349962,57.44424585185126
Pangui 1,18.457201667549956,60.51364581711385
Pangui 1,35.77507247558658,63.088107462883585
Pangui 1,28.61057664613703,54.72924189108545
Pangui 1,28.747351162016553,64.72184695310851
Pangui 1,35.29227527288723,65.82089790498462
Pangui 1,30.68337838277661,69.12607118213647
Pangui 1,32.96270464350603,62.29853376295608
Pangui 1,34.92871816276427,71.57253467699944
Pangui 1,37.00674848504203,60.23367563561577
Pangui 1,35.344693457477796,59.83775762246984
Pangui 1,22.554492678743237,65.88758493394374
Pangui 1,29.46562086809134,56.25983129167533
Pangui 1,38.870292053010566,62.884277247108884
Pangui 1,27.154161171867848,63.15063084187286
Pangui 1,29.282557837058445,65.68821697413283
Pangui 1,28.744938119897462,60.94590545515817
Pangui 1,26.778096279636067,63.07371459859673
Pangui 1,27.088046664527504,68.37548611240054
Pangui 1,37.416847604986444,64.83674899867418
Pangui 1,36.567896126271755,68.82899740626355
Pangui 1,35.07463533691664,61.93410780490727
Pangui 1,28.826523890446182,69.58980404347858
Pangui 1,29.853874222468903,68.71596334423828
Pangui 1,29.958342175315845,60.98347524566432
Pangui 1,37.46172101157935,65.22631608435056
Pangui 1,32.017577734298015,62.63324991494857
Pangui 1,39.68253087589289,56.97373936196479
Pangui 1,35.99420662166733,67.88104067222278
Pangui 1,39.12834964217012,66.82277100575213
Pangui 1,35.850486263488676,64.24526550305102
Pangui 1,33.261479534381955,64.94793879603758
Pangui 1,40.233715965287,68.10578842718085
Pangui 1,32.441115730244206,61.65524971257622
Pangui 1,37.587779770112874,66.13137470986466
Pangui 1,33.717492856426645,61.16708299707056
Pangui 1,31.42565040326907,61.997045597595616
Pangui 1,34.310480284813785,70.35560852992012
Pangui 1,35.085943940205034,72.59706493453629
Pangui 1,27.966812817064014,67.50485477211264
Pangui 1,42.75857757549277,64.01556706652084
Pangui 1,32.57936816203209,71.27405489498508
Pangui 1,32.78478139780183,59.21259166864575
Pangui 1,40.64351340547327,70.68723065327029
Pangui 1,27.811443385096386,69.4606151325681
Pangui 1,40.39684644551332,58.814965384583374
Pangui 1,28.017604896391028,61.19851624505236
Pangui 1,26.998466243868172,65.45439859236286
Pangui 1,28.507812695137964,64.9704764533012
Pangui 1,26.944568907818894,65.52274801772849
Pangui 1,37.76839583140935,67.05044765726264
Pangui 1,30.617585294339598,61.62773470039143
Pangui 1,28.83375483822003,70.53506589213725
Pangui 1,32.230942373598225,67.60464781265695
Pangui 1,29.07475522519568,56.89502005598365
Pangui 1,31.562876282652866,67.0031721562415
Pangui 1,30.919921093898946,61.95469957242957
Pangui 1,34.36735461893354,60.14608471568859
Pangui 1,30.208482687714973,68.11034183796701
Pangui 1,23.475731862540563,68.02203687580936
Pangui 1,32.49913236553109,66.56535384010795
Pangui 1,40.029704844364424,66.06213952159943
Pangui 1,35.29346263969807,62.43886651894522
Pangui 1,32.50993447881418,64.0211416898755
Pangui 1,35.97344941573784,61.07911681645364
Pangui 1,27.173980966209868,71.22051451579824
Pangui 1,32.796803551295405,66.16579691496878
Pangui 1,31.0396312246642,61.27441002572042
Pangui 1,30.17822908711205,71.88449875370569
Pangui 1,36.4286161763071,61.33194061770114
Pangui 1,37.570366855262286,59.92466344830718
Pangui 1,36.98671099573908,62.98225044001518
Pangui 1,32.1724396161848,60.09647171032451
Pangui 1,33.60306352532152,64.37101230817709
Pangui 1,30.99401511969757,64.08584655808993
Pangui 1,39.339012565551414,74.77011591988305
Pangui 1,31.354802524642114,64.89753069036918
Pangui 1,34.664043956364424,72.24741123674299
Pangui 1,26.5931538545133,67.70451014148894
Pangui 1,29.595991577000365,61.62133132316293
Pangui 1,34.760010865861474,66.21588609972535
Pangui 1,39.63677814300111,63.43308263351745
Pangui 1,34.268224542832385,69.66344333279298
Pangui 1,38.56963677012825,63.956752351650614
Pangui 1,27.47965192975089,62.502711445083726
Pangui 1,32.41986847451507,62.27812406845266
Pangui 1,32.4173314336217,53.84838533471276
Pangui 1,40.64735350152878,72.54495555408772
Pangui 1,35.51520262167978,68.5836490200139
Pangui 1,46.85336883016001,67.59553537798617
Pangui 1,33.49553408076993,63.06123673588077
Pangui 1,26.49959013356422,65.27811993722688
Pangui 1,39.508418317675456,65.60887121976155
Pangui 1,29.58403769964356,57.73617052067622
Pangui 1,37.531765520465,70.3324022426183
Pangui 1,33.05950830370331,69.00235559032899
Pangui 1,39.1797485589095,66.3891391731518
Pangui 1,26.917569350529977,67.1284580282951
Pangui 1,36.67420520402001,65.26795051671478
Pangui 1,35.84365830634862,65.46722349811299
Pangui 1,33.91369439756081,63.60781219463449
Pangui 1,35.59481894872898,69.00773578478547
Pangui 1,33.14661747074259,72.40177563699831
Pangui 1,33.143984617099555,66.86812568543259
Pangui 1,38.36348855551131,69.632930203733
Pangui 1,31.420417414720408,63.744562242214236
Pangui 1,40.205683621501336,60.90003826191426
Pangui 1,32.71521020429215,66.96449690000851
Pangui 1,33.19980974545192,66.25694629147122
Pangui 1,32.79919181930716,68.43315829722162
Pangui 1,30.468000087302194,64.97678642908369
Pangui 1,37.346345666035084,57.8399665426347
Pangui 1,31.383616243685506,69.1315842368829
Pangui 1,29.135868879014126,64.17675591971134
Pangui 1,36.41794647013645,63.58812141401595
Pangui 1,37.143313553669024,60.256289229121855
Pangui 1,35.80851068549175,54.45464720074179
Pangui 1,37.986437853981656,68.43712658329403
Pangui 1,27.507032050750876,63.81626721243041
Pangui 1,34.308941807805276,59.70789985987667
Pangui 1,29.801655220796775,66.21396656095844
Pangui 1,27.908005694278167,66.97458422204262
Pangui 1,38.33339496365731,68.58109042436156
Pangui 1,33.216510485870785,65.57250190125852
Pangui 1,28.173017622450384,65.60947170108841
Pangui 1,30.8387366221625,67.53038498272784
Pangui 1,27.49300899317329,65.43965141219678
Pangui 1,34.34854007037506,63.63658026667507
Pangui 1,28.748133950835445,64.14008706377163
Pangui 1,31.99305951120746,65.05694607623516
Pangui 1,32.32110484459078,59.505781422276286
Pangui 1,28.12842515039979,67.34168121144093
Pangui 1,35.21945191916308,64.11934569378795
Pangui 1,28.625794731032475,71.15322946299078
Pangui 1,35.74206578402425,67.79274655085686
Pangui 1,34.301018686637065,68.92207214253261
Pangui 1,32.83533208603512,74.86129302496926
Pangui 1,29.866667340015187,61.047148630504694
Pangui 1,33.585574779658636,65.75126898261071
Pangui 1,33.63149472654011,65.41526518489977
Pangui 1,34.95267184456621,61.36749904675389
Pangui 1,36.51506544703166,73.73244013957186
Pangui 1,31.2414512956631,61.62025316578062
Pangui 1,37.89137395313815,60.57162439820013
Pangui 1,40.58351399947647,70.4082796766556
Pangui 1,36.24231301680325,62.21162103467751
Pangui 1,37.1770122920098,67.6921656590073
Pangui 1,38.73251320607813,63.48378508211121
Pangui 1,28.80060343344813,68.38532616778943
Pangui 1,43.58504842423701,62.14459249609138
Pangui 1,34.162262108278924,58.50751898320863
Pangui 1,29.087053122385335,59.02437870281652
Pangui 1,30.128279358955382,66.75900655231513
Pangui 1,29.83888916069272,62.94634272850597
Pangui 1,40.84453566704346,63.100472245033
Pangui 1,33.22301926372815,64.64633707463891
Pangui 1,37.569564762336256,66.36031320776094
Pangui 1,32.05213143560257,62.618774107954
Pangui 1,36.02604241289523,61.93734237706004
Pangui 1,33.203879794323704,64.8942022793728
Pangui 1,28.64777481293144,66.75176094213343
Pangui 1,32.16055469121157,60.78623993097451
Pangui 1,33.29642239526542,59.38290212739792
Pangui 1,31.632692728109816,66.27110217497214
Pangui 1,32.34572736750501,66.86648805820415
Pangui 1,37.392334859972784,67.59232247046452
Pangui 1,33.452125541253594,67.58333604768302
Pangui 1,37.86434583914736,63.98252792609804
Pangui 1,39.30282368334609,66.78422447431703
Pangui 1,35.26217238720339,64.80743742965248
Pangui 1,34.037969381332886,66.3154456951423
Pangui 1,33.10401978277476,70.05711604512906
Pangui 1,32.13187732834173,67.12954563426392
Pangui 1,33.54390073496237,58.182115970992974
Pangui 1,34.30101229359937,63.10372114563067
Pangui 1,34.65169292541471,61.463474144464946
Pangui 1,34.66385664812418,66.50870194066631
Pangui 1,45.579716366393875,67.0657909965579
Pangui 1,26.293277335613734,59.07857886692664
Pangui 1,31.515233537299768,62.34015415041323
Pangui 1,38.661700582715035,65.81344767092656
Pangui 1,37.93903377858531,64.19847603216539
Pangui 1,30.261092456270298,68.90851072647729
Pangui 1,42.663905414158485,58.78709159108269
Pangui 1,32.36276860710904,60.315518718181174
Pangui 1,24.817764854923503,68.99223519435722
Pangui 1,30.015276960929075,62.48060883700253
Pangui 1,36.364172713848724,63.1724355998774
Pangui 1,31.65291285929677,62.55407049834472
Pangui 1,35.02454337271702,65.24787003938583
Pangui 1,38.57301328962819,66.39281900878538
Pangui 1,36.39979808220699,68.17086016628252
